,episode,actions,rewards
6386,6386,500,500.0
6387,6387,500,500.0
6388,6388,500,500.0
6389,6389,500,500.0
6390,6390,500,500.0
6391,6391,500,500.0
6392,6392,500,500.0
6393,6393,500,500.0
6394,6394,500,500.0
6395,6395,500,500.0
6396,6396,500,500.0
6397,6397,500,500.0
6398,6398,500,500.0
6399,6399,500,500.0
6400,6400,500,500.0
6401,6401,500,500.0
6402,6402,500,500.0
6403,6403,500,500.0
6404,6404,500,500.0
6405,6405,500,500.0
6406,6406,500,500.0
6407,6407,500,500.0
6408,6408,20,20.0
6409,6409,500,500.0
6410,6410,500,500.0
6411,6411,500,500.0
6412,6412,500,500.0
6413,6413,500,500.0
6414,6414,500,500.0
6415,6415,500,500.0
6416,6416,500,500.0
6417,6417,500,500.0
6418,6418,500,500.0
6419,6419,500,500.0
6420,6420,500,500.0
6421,6421,500,500.0
6422,6422,500,500.0
6423,6423,500,500.0
6424,6424,500,500.0
6425,6425,500,500.0
6426,6426,500,500.0
6427,6427,500,500.0
6428,6428,500,500.0
6429,6429,500,500.0
6430,6430,18,18.0
6431,6431,500,500.0
6432,6432,500,500.0
6433,6433,500,500.0
6434,6434,500,500.0
6435,6435,500,500.0
6436,6436,500,500.0
6437,6437,500,500.0
6438,6438,500,500.0
6439,6439,500,500.0
6440,6440,500,500.0
6441,6441,500,500.0
6442,6442,500,500.0
6443,6443,500,500.0
6444,6444,500,500.0
6445,6445,500,500.0
6446,6446,500,500.0
6447,6447,500,500.0
6448,6448,73,73.0
6449,6449,500,500.0
6450,6450,500,500.0
6451,6451,78,78.0
6452,6452,500,500.0
6453,6453,500,500.0
6454,6454,500,500.0
6455,6455,500,500.0
6456,6456,500,500.0
6457,6457,500,500.0
6458,6458,500,500.0
6459,6459,500,500.0
6460,6460,500,500.0
6461,6461,500,500.0
6462,6462,78,78.0
6463,6463,500,500.0
6464,6464,500,500.0
6465,6465,83,83.0
6466,6466,500,500.0
6467,6467,500,500.0
6468,6468,500,500.0
6469,6469,500,500.0
6470,6470,500,500.0
6471,6471,500,500.0
6472,6472,500,500.0
6473,6473,500,500.0
6474,6474,19,19.0
6475,6475,500,500.0
6476,6476,500,500.0
6477,6477,500,500.0
6478,6478,500,500.0
6479,6479,77,77.0
6480,6480,500,500.0
6481,6481,500,500.0
6482,6482,500,500.0
6483,6483,372,372.0
6484,6484,500,500.0
6485,6485,500,500.0
6486,6486,500,500.0
6487,6487,500,500.0
6488,6488,500,500.0
6489,6489,500,500.0
6490,6490,500,500.0
6491,6491,500,500.0
6492,6492,500,500.0
6493,6493,500,500.0
6494,6494,500,500.0
6495,6495,500,500.0
6496,6496,500,500.0
6497,6497,500,500.0
6498,6498,500,500.0
6499,6499,500,500.0
6500,6500,500,500.0
6501,6501,500,500.0
6502,6502,500,500.0
6503,6503,500,500.0
6504,6504,500,500.0
6505,6505,500,500.0
6506,6506,500,500.0
6507,6507,500,500.0
6508,6508,16,16.0
6509,6509,500,500.0
6510,6510,500,500.0
6511,6511,14,14.0
6512,6512,449,449.0
6513,6513,500,500.0
6514,6514,500,500.0
6515,6515,500,500.0
6516,6516,500,500.0
6517,6517,500,500.0
6518,6518,500,500.0
6519,6519,500,500.0
6520,6520,500,500.0
6521,6521,500,500.0
6522,6522,500,500.0
6523,6523,500,500.0
6524,6524,500,500.0
6525,6525,500,500.0
6526,6526,14,14.0
6527,6527,500,500.0
6528,6528,500,500.0
6529,6529,500,500.0
6530,6530,500,500.0
6531,6531,500,500.0
6532,6532,500,500.0
6533,6533,500,500.0
6534,6534,500,500.0
6535,6535,500,500.0
6536,6536,500,500.0
6537,6537,500,500.0
6538,6538,500,500.0
6539,6539,500,500.0
6540,6540,500,500.0
6541,6541,500,500.0
6542,6542,500,500.0
6543,6543,500,500.0
6544,6544,500,500.0
6545,6545,500,500.0
6546,6546,500,500.0
6547,6547,500,500.0
6548,6548,17,17.0
6549,6549,500,500.0
6550,6550,500,500.0
6551,6551,20,20.0
6552,6552,500,500.0
6553,6553,500,500.0
6554,6554,15,15.0
6555,6555,500,500.0
6556,6556,500,500.0
6557,6557,500,500.0
6558,6558,500,500.0
6559,6559,500,500.0
6560,6560,500,500.0
6561,6561,500,500.0
6562,6562,500,500.0
6563,6563,500,500.0
6564,6564,500,500.0
6565,6565,500,500.0
6566,6566,500,500.0
6567,6567,500,500.0
6568,6568,500,500.0
6569,6569,500,500.0
6570,6570,500,500.0
6571,6571,500,500.0
6572,6572,500,500.0
6573,6573,500,500.0
6574,6574,500,500.0
6575,6575,500,500.0
6576,6576,500,500.0
6577,6577,500,500.0
6578,6578,500,500.0
6579,6579,500,500.0
6580,6580,500,500.0
6581,6581,500,500.0
6582,6582,500,500.0
6583,6583,500,500.0
6584,6584,500,500.0
6585,6585,500,500.0
6586,6586,500,500.0
6587,6587,500,500.0
6588,6588,500,500.0
6589,6589,500,500.0
6590,6590,500,500.0
6591,6591,500,500.0
6592,6592,500,500.0
6593,6593,500,500.0
6594,6594,500,500.0
6595,6595,15,15.0
6596,6596,500,500.0
6597,6597,500,500.0
6598,6598,500,500.0
6599,6599,500,500.0
6600,6600,500,500.0
6601,6601,500,500.0
6602,6602,500,500.0
6603,6603,500,500.0
6604,6604,500,500.0
6605,6605,500,500.0
6606,6606,500,500.0
6607,6607,500,500.0
6608,6608,500,500.0
6609,6609,500,500.0
6610,6610,500,500.0
6611,6611,500,500.0
6612,6612,500,500.0
6613,6613,500,500.0
6614,6614,500,500.0
6615,6615,500,500.0
6616,6616,500,500.0
6617,6617,500,500.0
6618,6618,500,500.0
6619,6619,500,500.0
6620,6620,500,500.0
6621,6621,500,500.0
6622,6622,500,500.0
6623,6623,500,500.0
6624,6624,500,500.0
6625,6625,500,500.0
6626,6626,500,500.0
6627,6627,500,500.0
6628,6628,500,500.0
6629,6629,500,500.0
6630,6630,500,500.0
6631,6631,500,500.0
6632,6632,500,500.0
6633,6633,500,500.0
6634,6634,500,500.0
6635,6635,500,500.0
6636,6636,500,500.0
6637,6637,500,500.0
6638,6638,500,500.0
6639,6639,500,500.0
6640,6640,500,500.0
6641,6641,500,500.0
6642,6642,500,500.0
6643,6643,500,500.0
6644,6644,500,500.0
6645,6645,500,500.0
6646,6646,500,500.0
6647,6647,500,500.0
6648,6648,500,500.0
6649,6649,500,500.0
6650,6650,500,500.0
6651,6651,500,500.0
6652,6652,500,500.0
6653,6653,500,500.0
6654,6654,500,500.0
6655,6655,500,500.0
6656,6656,500,500.0
6657,6657,500,500.0
6658,6658,500,500.0
6659,6659,500,500.0
6660,6660,500,500.0
6661,6661,500,500.0
6662,6662,500,500.0
6663,6663,500,500.0
6664,6664,500,500.0
6665,6665,500,500.0
6666,6666,500,500.0
6667,6667,500,500.0
6668,6668,500,500.0
6669,6669,500,500.0
6670,6670,500,500.0
6671,6671,500,500.0
6672,6672,500,500.0
6673,6673,500,500.0
6674,6674,500,500.0
6675,6675,500,500.0
6676,6676,500,500.0
6677,6677,500,500.0
6678,6678,500,500.0
6679,6679,500,500.0
6680,6680,500,500.0
6681,6681,500,500.0
6682,6682,500,500.0
6683,6683,500,500.0
6684,6684,500,500.0
6685,6685,500,500.0
6686,6686,500,500.0
6687,6687,500,500.0
6688,6688,500,500.0
6689,6689,500,500.0
6690,6690,500,500.0
6691,6691,500,500.0
6692,6692,500,500.0
6693,6693,500,500.0
6694,6694,500,500.0
6695,6695,500,500.0
6696,6696,500,500.0
6697,6697,500,500.0
6698,6698,500,500.0
6699,6699,84,84.0
6700,6700,500,500.0
6701,6701,500,500.0
6702,6702,500,500.0
6703,6703,500,500.0
6704,6704,500,500.0
6705,6705,500,500.0
6706,6706,500,500.0
6707,6707,500,500.0
6708,6708,500,500.0
6709,6709,85,85.0
6710,6710,500,500.0
6711,6711,500,500.0
6712,6712,500,500.0
6713,6713,500,500.0
6714,6714,500,500.0
6715,6715,500,500.0
6716,6716,500,500.0
6717,6717,19,19.0
6718,6718,500,500.0
6719,6719,500,500.0
6720,6720,500,500.0
6721,6721,88,88.0
6722,6722,500,500.0
6723,6723,500,500.0
6724,6724,500,500.0
6725,6725,500,500.0
6726,6726,500,500.0
6727,6727,500,500.0
6728,6728,500,500.0
6729,6729,500,500.0
6730,6730,500,500.0
6731,6731,500,500.0
6732,6732,19,19.0
6733,6733,500,500.0
6734,6734,500,500.0
6735,6735,17,17.0
6736,6736,500,500.0
6737,6737,500,500.0
6738,6738,500,500.0
6739,6739,500,500.0
6740,6740,500,500.0
6741,6741,500,500.0
6742,6742,500,500.0
6743,6743,500,500.0
6744,6744,500,500.0
6745,6745,500,500.0
6746,6746,500,500.0
6747,6747,500,500.0
6748,6748,500,500.0
6749,6749,500,500.0
6750,6750,500,500.0
6751,6751,500,500.0
6752,6752,500,500.0
6753,6753,500,500.0
6754,6754,500,500.0
6755,6755,500,500.0
6756,6756,500,500.0
6757,6757,500,500.0
6758,6758,500,500.0
6759,6759,500,500.0
6760,6760,500,500.0
6761,6761,500,500.0
6762,6762,500,500.0
6763,6763,500,500.0
6764,6764,500,500.0
6765,6765,500,500.0
6766,6766,500,500.0
6767,6767,500,500.0
6768,6768,500,500.0
6769,6769,500,500.0
6770,6770,500,500.0
6771,6771,500,500.0
6772,6772,500,500.0
6773,6773,500,500.0
6774,6774,500,500.0
6775,6775,500,500.0
6776,6776,500,500.0
6777,6777,17,17.0
6778,6778,16,16.0
6779,6779,500,500.0
6780,6780,500,500.0
6781,6781,500,500.0
6782,6782,500,500.0
6783,6783,500,500.0
6784,6784,500,500.0
6785,6785,500,500.0
6786,6786,500,500.0
6787,6787,500,500.0
6788,6788,500,500.0
6789,6789,500,500.0
6790,6790,500,500.0
6791,6791,18,18.0
6792,6792,500,500.0
6793,6793,500,500.0
6794,6794,500,500.0
6795,6795,500,500.0
6796,6796,500,500.0
6797,6797,500,500.0
6798,6798,500,500.0
6799,6799,500,500.0
6800,6800,500,500.0
6801,6801,85,85.0
6802,6802,500,500.0
6803,6803,500,500.0
6804,6804,500,500.0
6805,6805,432,432.0
6806,6806,500,500.0
6807,6807,500,500.0
6808,6808,500,500.0
6809,6809,500,500.0
6810,6810,500,500.0
6811,6811,500,500.0
6812,6812,14,14.0
6813,6813,22,22.0
6814,6814,500,500.0
6815,6815,500,500.0
6816,6816,500,500.0
6817,6817,90,90.0
6818,6818,90,90.0
6819,6819,17,17.0
6820,6820,85,85.0
6821,6821,500,500.0
6822,6822,500,500.0
6823,6823,500,500.0
6824,6824,500,500.0
6825,6825,500,500.0
6826,6826,14,14.0
6827,6827,500,500.0
6828,6828,500,500.0
6829,6829,500,500.0
6830,6830,500,500.0
6831,6831,500,500.0
6832,6832,500,500.0
6833,6833,500,500.0
6834,6834,500,500.0
6835,6835,96,96.0
6836,6836,500,500.0
6837,6837,102,102.0
6838,6838,500,500.0
6839,6839,500,500.0
6840,6840,500,500.0
6841,6841,500,500.0
6842,6842,500,500.0
6843,6843,500,500.0
6844,6844,500,500.0
6845,6845,500,500.0
6846,6846,500,500.0
6847,6847,500,500.0
6848,6848,500,500.0
6849,6849,500,500.0
6850,6850,500,500.0
6851,6851,489,489.0
6852,6852,500,500.0
6853,6853,16,16.0
6854,6854,500,500.0
6855,6855,500,500.0
6856,6856,500,500.0
6857,6857,500,500.0
6858,6858,500,500.0
6859,6859,500,500.0
6860,6860,500,500.0
6861,6861,500,500.0
6862,6862,500,500.0
6863,6863,500,500.0
6864,6864,500,500.0
6865,6865,500,500.0
6866,6866,500,500.0
6867,6867,500,500.0
6868,6868,500,500.0
6869,6869,500,500.0
6870,6870,500,500.0
6871,6871,500,500.0
6872,6872,500,500.0
6873,6873,500,500.0
6874,6874,500,500.0
6875,6875,500,500.0
6876,6876,500,500.0
6877,6877,500,500.0
6878,6878,500,500.0
6879,6879,500,500.0
6880,6880,500,500.0
6881,6881,500,500.0
6882,6882,500,500.0
6883,6883,500,500.0
6884,6884,410,410.0
6885,6885,500,500.0
6886,6886,500,500.0
6887,6887,500,500.0
6888,6888,500,500.0
6889,6889,500,500.0
6890,6890,500,500.0
6891,6891,500,500.0
6892,6892,18,18.0
6893,6893,500,500.0
6894,6894,500,500.0
6895,6895,500,500.0
6896,6896,500,500.0
6897,6897,500,500.0
6898,6898,500,500.0
6899,6899,500,500.0
6900,6900,500,500.0
6901,6901,500,500.0
6902,6902,500,500.0
6903,6903,500,500.0
6904,6904,500,500.0
6905,6905,500,500.0
6906,6906,500,500.0
6907,6907,500,500.0
6908,6908,500,500.0
6909,6909,500,500.0
6910,6910,107,107.0
6911,6911,500,500.0
6912,6912,500,500.0
6913,6913,500,500.0
6914,6914,500,500.0
6915,6915,500,500.0
6916,6916,500,500.0
6917,6917,500,500.0
6918,6918,500,500.0
6919,6919,500,500.0
6920,6920,500,500.0
6921,6921,500,500.0
6922,6922,500,500.0
6923,6923,500,500.0
6924,6924,500,500.0
6925,6925,500,500.0
6926,6926,500,500.0
6927,6927,500,500.0
6928,6928,500,500.0
6929,6929,500,500.0
6930,6930,500,500.0
6931,6931,500,500.0
6932,6932,500,500.0
6933,6933,500,500.0
6934,6934,500,500.0
6935,6935,500,500.0
6936,6936,500,500.0
6937,6937,500,500.0
6938,6938,500,500.0
6939,6939,500,500.0
6940,6940,500,500.0
6941,6941,500,500.0
6942,6942,500,500.0
6943,6943,500,500.0
6944,6944,500,500.0
6945,6945,500,500.0
6946,6946,500,500.0
6947,6947,500,500.0
6948,6948,500,500.0
6949,6949,500,500.0
6950,6950,500,500.0
6951,6951,500,500.0
6952,6952,500,500.0
6953,6953,117,117.0
6954,6954,500,500.0
6955,6955,500,500.0
6956,6956,500,500.0
6957,6957,500,500.0
6958,6958,500,500.0
6959,6959,500,500.0
6960,6960,500,500.0
6961,6961,500,500.0
6962,6962,500,500.0
6963,6963,500,500.0
6964,6964,500,500.0
6965,6965,500,500.0
6966,6966,500,500.0
6967,6967,500,500.0
6968,6968,500,500.0
6969,6969,500,500.0
6970,6970,500,500.0
6971,6971,500,500.0
6972,6972,500,500.0
6973,6973,500,500.0
6974,6974,500,500.0
6975,6975,500,500.0
6976,6976,500,500.0
6977,6977,500,500.0
6978,6978,500,500.0
6979,6979,500,500.0
6980,6980,500,500.0
6981,6981,500,500.0
6982,6982,500,500.0
6983,6983,500,500.0
6984,6984,500,500.0
6985,6985,500,500.0
6986,6986,500,500.0
6987,6987,500,500.0
6988,6988,500,500.0
6989,6989,500,500.0
6990,6990,500,500.0
6991,6991,500,500.0
6992,6992,500,500.0
6993,6993,500,500.0
6994,6994,500,500.0
6995,6995,500,500.0
6996,6996,500,500.0
6997,6997,500,500.0
6998,6998,500,500.0
6999,6999,500,500.0
7000,7000,500,500.0
7001,7001,500,500.0
7002,7002,500,500.0
7003,7003,500,500.0
7004,7004,500,500.0
7005,7005,500,500.0
7006,7006,117,117.0
7007,7007,500,500.0
7008,7008,500,500.0
7009,7009,500,500.0
7010,7010,500,500.0
7011,7011,500,500.0
7012,7012,500,500.0
7013,7013,110,110.0
7014,7014,500,500.0
7015,7015,500,500.0
7016,7016,500,500.0
7017,7017,500,500.0
7018,7018,500,500.0
7019,7019,103,103.0
7020,7020,500,500.0
7021,7021,100,100.0
7022,7022,500,500.0
7023,7023,500,500.0
7024,7024,500,500.0
7025,7025,500,500.0
7026,7026,500,500.0
7027,7027,500,500.0
7028,7028,500,500.0
7029,7029,500,500.0
7030,7030,323,323.0
7031,7031,500,500.0
7032,7032,500,500.0
7033,7033,500,500.0
7034,7034,500,500.0
7035,7035,500,500.0
7036,7036,104,104.0
7037,7037,500,500.0
7038,7038,500,500.0
7039,7039,500,500.0
7040,7040,500,500.0
7041,7041,500,500.0
7042,7042,104,104.0
7043,7043,104,104.0
7044,7044,500,500.0
7045,7045,500,500.0
7046,7046,500,500.0
7047,7047,500,500.0
7048,7048,500,500.0
7049,7049,500,500.0
7050,7050,500,500.0
7051,7051,500,500.0
7052,7052,500,500.0
7053,7053,361,361.0
7054,7054,500,500.0
7055,7055,500,500.0
7056,7056,500,500.0
7057,7057,500,500.0
7058,7058,500,500.0
7059,7059,500,500.0
7060,7060,500,500.0
7061,7061,500,500.0
7062,7062,500,500.0
7063,7063,500,500.0
7064,7064,500,500.0
7065,7065,500,500.0
7066,7066,500,500.0
7067,7067,500,500.0
7068,7068,500,500.0
7069,7069,500,500.0
7070,7070,500,500.0
7071,7071,500,500.0
7072,7072,500,500.0
7073,7073,500,500.0
7074,7074,500,500.0
7075,7075,500,500.0
7076,7076,100,100.0
7077,7077,237,237.0
7078,7078,500,500.0
7079,7079,500,500.0
7080,7080,104,104.0
7081,7081,500,500.0
7082,7082,500,500.0
7083,7083,500,500.0
7084,7084,500,500.0
7085,7085,500,500.0
7086,7086,500,500.0
7087,7087,500,500.0
7088,7088,500,500.0
7089,7089,500,500.0
7090,7090,113,113.0
7091,7091,500,500.0
7092,7092,500,500.0
7093,7093,500,500.0
7094,7094,500,500.0
7095,7095,500,500.0
7096,7096,500,500.0
7097,7097,500,500.0
7098,7098,500,500.0
7099,7099,500,500.0
7100,7100,500,500.0
7101,7101,500,500.0
7102,7102,500,500.0
7103,7103,500,500.0
7104,7104,500,500.0
7105,7105,500,500.0
7106,7106,500,500.0
7107,7107,500,500.0
7108,7108,111,111.0
7109,7109,500,500.0
7110,7110,500,500.0
7111,7111,500,500.0
7112,7112,124,124.0
7113,7113,500,500.0
7114,7114,500,500.0
7115,7115,500,500.0
7116,7116,500,500.0
7117,7117,500,500.0
7118,7118,500,500.0
7119,7119,500,500.0
7120,7120,500,500.0
7121,7121,500,500.0
7122,7122,500,500.0
7123,7123,500,500.0
7124,7124,500,500.0
7125,7125,500,500.0
7126,7126,500,500.0
7127,7127,500,500.0
7128,7128,500,500.0
7129,7129,500,500.0
7130,7130,500,500.0
7131,7131,500,500.0
7132,7132,500,500.0
7133,7133,500,500.0
7134,7134,500,500.0
7135,7135,118,118.0
7136,7136,500,500.0
7137,7137,500,500.0
7138,7138,500,500.0
7139,7139,117,117.0
7140,7140,500,500.0
7141,7141,500,500.0
7142,7142,114,114.0
7143,7143,500,500.0
7144,7144,500,500.0
7145,7145,500,500.0
7146,7146,500,500.0
7147,7147,500,500.0
7148,7148,105,105.0
7149,7149,500,500.0
7150,7150,500,500.0
7151,7151,500,500.0
7152,7152,500,500.0
7153,7153,500,500.0
7154,7154,117,117.0
7155,7155,124,124.0
7156,7156,500,500.0
7157,7157,500,500.0
7158,7158,500,500.0
7159,7159,500,500.0
7160,7160,119,119.0
7161,7161,500,500.0
7162,7162,500,500.0
7163,7163,500,500.0
7164,7164,500,500.0
7165,7165,500,500.0
7166,7166,500,500.0
7167,7167,500,500.0
7168,7168,115,115.0
7169,7169,500,500.0
7170,7170,500,500.0
7171,7171,500,500.0
7172,7172,500,500.0
7173,7173,500,500.0
7174,7174,500,500.0
7175,7175,500,500.0
7176,7176,500,500.0
7177,7177,500,500.0
7178,7178,113,113.0
7179,7179,500,500.0
7180,7180,500,500.0
7181,7181,500,500.0
7182,7182,500,500.0
7183,7183,500,500.0
7184,7184,500,500.0
7185,7185,500,500.0
7186,7186,500,500.0
7187,7187,500,500.0
7188,7188,500,500.0
7189,7189,500,500.0
7190,7190,500,500.0
7191,7191,113,113.0
7192,7192,500,500.0
7193,7193,500,500.0
7194,7194,500,500.0
7195,7195,500,500.0
7196,7196,500,500.0
7197,7197,500,500.0
7198,7198,500,500.0
7199,7199,500,500.0
7200,7200,126,126.0
7201,7201,500,500.0
7202,7202,132,132.0
7203,7203,500,500.0
7204,7204,500,500.0
7205,7205,500,500.0
7206,7206,500,500.0
7207,7207,500,500.0
7208,7208,500,500.0
7209,7209,500,500.0
7210,7210,500,500.0
7211,7211,500,500.0
7212,7212,500,500.0
7213,7213,500,500.0
7214,7214,500,500.0
7215,7215,500,500.0
7216,7216,500,500.0
7217,7217,500,500.0
7218,7218,500,500.0
7219,7219,500,500.0
7220,7220,500,500.0
7221,7221,500,500.0
7222,7222,500,500.0
7223,7223,135,135.0
7224,7224,500,500.0
7225,7225,500,500.0
7226,7226,500,500.0
7227,7227,500,500.0
7228,7228,500,500.0
7229,7229,500,500.0
7230,7230,500,500.0
7231,7231,500,500.0
7232,7232,500,500.0
7233,7233,500,500.0
7234,7234,500,500.0
7235,7235,137,137.0
7236,7236,139,139.0
7237,7237,143,143.0
7238,7238,500,500.0
7239,7239,146,146.0
7240,7240,500,500.0
7241,7241,500,500.0
7242,7242,500,500.0
7243,7243,500,500.0
7244,7244,500,500.0
7245,7245,500,500.0
7246,7246,500,500.0
7247,7247,500,500.0
7248,7248,500,500.0
7249,7249,500,500.0
7250,7250,500,500.0
7251,7251,500,500.0
7252,7252,500,500.0
7253,7253,500,500.0
7254,7254,500,500.0
7255,7255,500,500.0
7256,7256,132,132.0
7257,7257,500,500.0
7258,7258,135,135.0
7259,7259,500,500.0
7260,7260,500,500.0
7261,7261,500,500.0
7262,7262,500,500.0
7263,7263,500,500.0
7264,7264,500,500.0
7265,7265,500,500.0
7266,7266,140,140.0
7267,7267,500,500.0
7268,7268,500,500.0
7269,7269,500,500.0
7270,7270,500,500.0
7271,7271,500,500.0
7272,7272,500,500.0
7273,7273,500,500.0
7274,7274,500,500.0
7275,7275,500,500.0
7276,7276,500,500.0
7277,7277,500,500.0
7278,7278,500,500.0
7279,7279,500,500.0
7280,7280,500,500.0
7281,7281,500,500.0
7282,7282,500,500.0
7283,7283,500,500.0
7284,7284,500,500.0
7285,7285,500,500.0
7286,7286,500,500.0
7287,7287,500,500.0
7288,7288,500,500.0
7289,7289,500,500.0
7290,7290,500,500.0
7291,7291,500,500.0
7292,7292,500,500.0
7293,7293,500,500.0
7294,7294,500,500.0
7295,7295,500,500.0
7296,7296,500,500.0
7297,7297,500,500.0
7298,7298,500,500.0
7299,7299,500,500.0
7300,7300,500,500.0
7301,7301,500,500.0
7302,7302,500,500.0
7303,7303,500,500.0
7304,7304,500,500.0
7305,7305,500,500.0
7306,7306,500,500.0
7307,7307,500,500.0
7308,7308,500,500.0
7309,7309,500,500.0
7310,7310,500,500.0
7311,7311,500,500.0
7312,7312,500,500.0
7313,7313,500,500.0
7314,7314,500,500.0
7315,7315,500,500.0
7316,7316,500,500.0
7317,7317,500,500.0
7318,7318,500,500.0
7319,7319,500,500.0
7320,7320,500,500.0
7321,7321,500,500.0
7322,7322,500,500.0
7323,7323,500,500.0
7324,7324,500,500.0
7325,7325,500,500.0
7326,7326,500,500.0
7327,7327,500,500.0
7328,7328,500,500.0
7329,7329,500,500.0
7330,7330,500,500.0
7331,7331,500,500.0
7332,7332,500,500.0
7333,7333,500,500.0
7334,7334,500,500.0
7335,7335,500,500.0
7336,7336,500,500.0
7337,7337,500,500.0
7338,7338,500,500.0
7339,7339,500,500.0
7340,7340,500,500.0
7341,7341,500,500.0
7342,7342,500,500.0
7343,7343,500,500.0
7344,7344,500,500.0
7345,7345,500,500.0
7346,7346,500,500.0
7347,7347,500,500.0
7348,7348,500,500.0
7349,7349,500,500.0
7350,7350,500,500.0
7351,7351,500,500.0
7352,7352,500,500.0
7353,7353,500,500.0
7354,7354,500,500.0
7355,7355,500,500.0
7356,7356,500,500.0
7357,7357,500,500.0
7358,7358,500,500.0
7359,7359,500,500.0
7360,7360,500,500.0
7361,7361,500,500.0
7362,7362,500,500.0
7363,7363,500,500.0
7364,7364,500,500.0
7365,7365,500,500.0
7366,7366,500,500.0
7367,7367,500,500.0
7368,7368,500,500.0
7369,7369,500,500.0
7370,7370,500,500.0
7371,7371,500,500.0
7372,7372,500,500.0
7373,7373,500,500.0
7374,7374,500,500.0
7375,7375,500,500.0
7376,7376,500,500.0
7377,7377,500,500.0
7378,7378,500,500.0
7379,7379,500,500.0
7380,7380,500,500.0
7381,7381,500,500.0
7382,7382,500,500.0
7383,7383,500,500.0
7384,7384,500,500.0
7385,7385,500,500.0
7386,7386,500,500.0
7387,7387,500,500.0
7388,7388,500,500.0
7389,7389,500,500.0
7390,7390,500,500.0
7391,7391,500,500.0
7392,7392,500,500.0
7393,7393,500,500.0
7394,7394,500,500.0
7395,7395,500,500.0
7396,7396,500,500.0
7397,7397,500,500.0
7398,7398,500,500.0
7399,7399,500,500.0
7400,7400,500,500.0
7401,7401,500,500.0
7402,7402,500,500.0
7403,7403,500,500.0
7404,7404,500,500.0
7405,7405,500,500.0
7406,7406,500,500.0
7407,7407,500,500.0
7408,7408,500,500.0
7409,7409,500,500.0
7410,7410,500,500.0
7411,7411,500,500.0
7412,7412,500,500.0
7413,7413,500,500.0
7414,7414,500,500.0
7415,7415,500,500.0
7416,7416,500,500.0
7417,7417,500,500.0
7418,7418,500,500.0
7419,7419,500,500.0
7420,7420,500,500.0
7421,7421,500,500.0
7422,7422,500,500.0
7423,7423,500,500.0
7424,7424,500,500.0
7425,7425,500,500.0
7426,7426,500,500.0
7427,7427,500,500.0
7428,7428,500,500.0
7429,7429,500,500.0
7430,7430,500,500.0
7431,7431,500,500.0
7432,7432,500,500.0
7433,7433,500,500.0
7434,7434,500,500.0
7435,7435,500,500.0
7436,7436,500,500.0
7437,7437,500,500.0
7438,7438,500,500.0
7439,7439,500,500.0
7440,7440,500,500.0
7441,7441,500,500.0
7442,7442,500,500.0
7443,7443,500,500.0
7444,7444,500,500.0
7445,7445,500,500.0
7446,7446,500,500.0
7447,7447,500,500.0
7448,7448,500,500.0
7449,7449,500,500.0
7450,7450,500,500.0
7451,7451,500,500.0
7452,7452,500,500.0
7453,7453,500,500.0
7454,7454,500,500.0
7455,7455,500,500.0
7456,7456,500,500.0
7457,7457,500,500.0
7458,7458,500,500.0
7459,7459,500,500.0
7460,7460,500,500.0
7461,7461,500,500.0
7462,7462,500,500.0
7463,7463,500,500.0
7464,7464,500,500.0
7465,7465,500,500.0
7466,7466,500,500.0
7467,7467,500,500.0
7468,7468,500,500.0
7469,7469,500,500.0
7470,7470,500,500.0
7471,7471,500,500.0
7472,7472,500,500.0
7473,7473,500,500.0
7474,7474,500,500.0
7475,7475,500,500.0
7476,7476,500,500.0
7477,7477,500,500.0
7478,7478,500,500.0
7479,7479,500,500.0
7480,7480,500,500.0
7481,7481,500,500.0
7482,7482,500,500.0
7483,7483,500,500.0
7484,7484,500,500.0
7485,7485,500,500.0
7486,7486,500,500.0
7487,7487,500,500.0
7488,7488,500,500.0
7489,7489,500,500.0
7490,7490,500,500.0
7491,7491,500,500.0
7492,7492,500,500.0
7493,7493,500,500.0
7494,7494,500,500.0
7495,7495,500,500.0
7496,7496,500,500.0
7497,7497,500,500.0
7498,7498,500,500.0
7499,7499,500,500.0
7500,7500,500,500.0
7501,7501,500,500.0
7502,7502,500,500.0
7503,7503,500,500.0
7504,7504,500,500.0
7505,7505,500,500.0
7506,7506,500,500.0
7507,7507,500,500.0
7508,7508,500,500.0
7509,7509,500,500.0
7510,7510,500,500.0
7511,7511,500,500.0
7512,7512,500,500.0
7513,7513,500,500.0
7514,7514,500,500.0
7515,7515,500,500.0
7516,7516,500,500.0
7517,7517,500,500.0
7518,7518,500,500.0
7519,7519,500,500.0
7520,7520,500,500.0
7521,7521,500,500.0
7522,7522,500,500.0
7523,7523,500,500.0
7524,7524,500,500.0
7525,7525,500,500.0
7526,7526,500,500.0
7527,7527,500,500.0
7528,7528,500,500.0
7529,7529,500,500.0
7530,7530,500,500.0
7531,7531,500,500.0
7532,7532,500,500.0
7533,7533,500,500.0
7534,7534,500,500.0
7535,7535,500,500.0
7536,7536,500,500.0
7537,7537,500,500.0
7538,7538,500,500.0
7539,7539,500,500.0
7540,7540,500,500.0
7541,7541,500,500.0
7542,7542,500,500.0
7543,7543,500,500.0
7544,7544,500,500.0
7545,7545,500,500.0
7546,7546,500,500.0
7547,7547,500,500.0
7548,7548,500,500.0
7549,7549,500,500.0
7550,7550,500,500.0
