,episode,actions,rewards
7551,7551,500,500.0
7552,7552,500,500.0
7553,7553,500,500.0
7554,7554,500,500.0
7555,7555,500,500.0
7556,7556,500,500.0
7557,7557,500,500.0
7558,7558,500,500.0
7559,7559,500,500.0
7560,7560,500,500.0
7561,7561,500,500.0
7562,7562,500,500.0
7563,7563,500,500.0
7564,7564,500,500.0
7565,7565,500,500.0
7566,7566,500,500.0
7567,7567,500,500.0
7568,7568,500,500.0
7569,7569,500,500.0
7570,7570,500,500.0
7571,7571,500,500.0
7572,7572,500,500.0
7573,7573,500,500.0
7574,7574,500,500.0
7575,7575,500,500.0
7576,7576,500,500.0
7577,7577,500,500.0
7578,7578,500,500.0
7579,7579,500,500.0
7580,7580,500,500.0
7581,7581,500,500.0
7582,7582,500,500.0
7583,7583,500,500.0
7584,7584,500,500.0
7585,7585,500,500.0
7586,7586,500,500.0
7587,7587,500,500.0
7588,7588,500,500.0
7589,7589,500,500.0
7590,7590,500,500.0
7591,7591,500,500.0
7592,7592,500,500.0
7593,7593,500,500.0
7594,7594,500,500.0
7595,7595,500,500.0
7596,7596,500,500.0
7597,7597,500,500.0
7598,7598,500,500.0
7599,7599,500,500.0
7600,7600,500,500.0
7601,7601,500,500.0
7602,7602,500,500.0
7603,7603,500,500.0
7604,7604,500,500.0
7605,7605,500,500.0
7606,7606,500,500.0
7607,7607,500,500.0
7608,7608,500,500.0
7609,7609,500,500.0
7610,7610,500,500.0
7611,7611,500,500.0
7612,7612,500,500.0
7613,7613,500,500.0
7614,7614,500,500.0
7615,7615,500,500.0
7616,7616,500,500.0
7617,7617,500,500.0
7618,7618,500,500.0
7619,7619,500,500.0
7620,7620,500,500.0
7621,7621,500,500.0
7622,7622,500,500.0
7623,7623,500,500.0
7624,7624,500,500.0
7625,7625,500,500.0
7626,7626,500,500.0
7627,7627,500,500.0
7628,7628,500,500.0
7629,7629,500,500.0
7630,7630,500,500.0
7631,7631,500,500.0
7632,7632,500,500.0
7633,7633,500,500.0
7634,7634,500,500.0
7635,7635,500,500.0
7636,7636,500,500.0
7637,7637,500,500.0
7638,7638,500,500.0
7639,7639,500,500.0
7640,7640,500,500.0
7641,7641,500,500.0
7642,7642,500,500.0
7643,7643,500,500.0
7644,7644,500,500.0
7645,7645,500,500.0
7646,7646,500,500.0
7647,7647,500,500.0
7648,7648,500,500.0
7649,7649,500,500.0
7650,7650,500,500.0
7651,7651,500,500.0
7652,7652,500,500.0
7653,7653,500,500.0
7654,7654,500,500.0
7655,7655,500,500.0
7656,7656,500,500.0
7657,7657,500,500.0
7658,7658,500,500.0
7659,7659,500,500.0
7660,7660,500,500.0
7661,7661,500,500.0
7662,7662,500,500.0
7663,7663,500,500.0
7664,7664,500,500.0
7665,7665,500,500.0
7666,7666,500,500.0
7667,7667,500,500.0
7668,7668,500,500.0
7669,7669,500,500.0
7670,7670,500,500.0
7671,7671,500,500.0
7672,7672,500,500.0
7673,7673,500,500.0
7674,7674,500,500.0
7675,7675,500,500.0
7676,7676,500,500.0
7677,7677,500,500.0
7678,7678,500,500.0
7679,7679,500,500.0
7680,7680,500,500.0
7681,7681,500,500.0
7682,7682,500,500.0
7683,7683,500,500.0
7684,7684,500,500.0
7685,7685,500,500.0
7686,7686,500,500.0
7687,7687,500,500.0
7688,7688,500,500.0
7689,7689,500,500.0
7690,7690,500,500.0
7691,7691,500,500.0
7692,7692,500,500.0
7693,7693,500,500.0
7694,7694,500,500.0
7695,7695,500,500.0
7696,7696,500,500.0
7697,7697,500,500.0
7698,7698,500,500.0
7699,7699,500,500.0
7700,7700,500,500.0
7701,7701,500,500.0
7702,7702,500,500.0
7703,7703,500,500.0
7704,7704,500,500.0
7705,7705,500,500.0
7706,7706,500,500.0
7707,7707,500,500.0
7708,7708,500,500.0
7709,7709,500,500.0
7710,7710,500,500.0
7711,7711,500,500.0
7712,7712,500,500.0
7713,7713,500,500.0
7714,7714,500,500.0
7715,7715,500,500.0
7716,7716,500,500.0
7717,7717,500,500.0
7718,7718,500,500.0
7719,7719,500,500.0
7720,7720,500,500.0
7721,7721,500,500.0
7722,7722,500,500.0
7723,7723,500,500.0
7724,7724,500,500.0
7725,7725,500,500.0
7726,7726,500,500.0
7727,7727,500,500.0
7728,7728,500,500.0
7729,7729,500,500.0
7730,7730,500,500.0
7731,7731,500,500.0
7732,7732,500,500.0
7733,7733,500,500.0
7734,7734,500,500.0
7735,7735,500,500.0
7736,7736,500,500.0
7737,7737,500,500.0
7738,7738,500,500.0
7739,7739,500,500.0
7740,7740,500,500.0
7741,7741,500,500.0
7742,7742,500,500.0
7743,7743,500,500.0
7744,7744,500,500.0
7745,7745,500,500.0
7746,7746,500,500.0
7747,7747,500,500.0
7748,7748,500,500.0
7749,7749,500,500.0
7750,7750,500,500.0
7751,7751,500,500.0
7752,7752,500,500.0
7753,7753,500,500.0
7754,7754,500,500.0
7755,7755,500,500.0
7756,7756,500,500.0
7757,7757,500,500.0
7758,7758,500,500.0
7759,7759,500,500.0
7760,7760,500,500.0
7761,7761,500,500.0
7762,7762,500,500.0
7763,7763,500,500.0
7764,7764,500,500.0
7765,7765,500,500.0
7766,7766,500,500.0
7767,7767,500,500.0
7768,7768,500,500.0
7769,7769,500,500.0
7770,7770,500,500.0
7771,7771,500,500.0
7772,7772,500,500.0
7773,7773,500,500.0
7774,7774,500,500.0
7775,7775,500,500.0
7776,7776,500,500.0
7777,7777,500,500.0
7778,7778,500,500.0
7779,7779,500,500.0
7780,7780,500,500.0
7781,7781,500,500.0
7782,7782,500,500.0
7783,7783,500,500.0
7784,7784,500,500.0
7785,7785,500,500.0
7786,7786,500,500.0
7787,7787,500,500.0
7788,7788,500,500.0
7789,7789,500,500.0
7790,7790,500,500.0
7791,7791,500,500.0
7792,7792,500,500.0
7793,7793,500,500.0
7794,7794,500,500.0
7795,7795,500,500.0
7796,7796,500,500.0
7797,7797,500,500.0
7798,7798,500,500.0
7799,7799,500,500.0
7800,7800,500,500.0
7801,7801,500,500.0
7802,7802,500,500.0
7803,7803,500,500.0
7804,7804,500,500.0
7805,7805,500,500.0
7806,7806,500,500.0
7807,7807,500,500.0
7808,7808,500,500.0
7809,7809,500,500.0
7810,7810,500,500.0
7811,7811,500,500.0
7812,7812,500,500.0
7813,7813,500,500.0
7814,7814,500,500.0
7815,7815,500,500.0
7816,7816,500,500.0
7817,7817,500,500.0
7818,7818,500,500.0
7819,7819,500,500.0
7820,7820,500,500.0
7821,7821,500,500.0
7822,7822,500,500.0
7823,7823,500,500.0
7824,7824,500,500.0
7825,7825,500,500.0
7826,7826,500,500.0
7827,7827,500,500.0
7828,7828,500,500.0
7829,7829,500,500.0
7830,7830,500,500.0
7831,7831,500,500.0
7832,7832,500,500.0
7833,7833,500,500.0
7834,7834,500,500.0
7835,7835,500,500.0
7836,7836,500,500.0
7837,7837,500,500.0
7838,7838,500,500.0
7839,7839,500,500.0
7840,7840,500,500.0
7841,7841,500,500.0
7842,7842,500,500.0
7843,7843,500,500.0
7844,7844,500,500.0
7845,7845,500,500.0
7846,7846,500,500.0
7847,7847,500,500.0
7848,7848,500,500.0
7849,7849,500,500.0
7850,7850,500,500.0
7851,7851,500,500.0
7852,7852,500,500.0
7853,7853,500,500.0
7854,7854,500,500.0
7855,7855,500,500.0
7856,7856,500,500.0
7857,7857,500,500.0
7858,7858,500,500.0
7859,7859,500,500.0
7860,7860,500,500.0
7861,7861,500,500.0
7862,7862,500,500.0
7863,7863,500,500.0
7864,7864,500,500.0
7865,7865,500,500.0
7866,7866,500,500.0
7867,7867,500,500.0
7868,7868,500,500.0
7869,7869,500,500.0
7870,7870,500,500.0
7871,7871,500,500.0
7872,7872,500,500.0
7873,7873,500,500.0
7874,7874,500,500.0
7875,7875,500,500.0
7876,7876,500,500.0
7877,7877,500,500.0
7878,7878,500,500.0
7879,7879,500,500.0
7880,7880,500,500.0
7881,7881,500,500.0
7882,7882,500,500.0
7883,7883,500,500.0
7884,7884,500,500.0
7885,7885,500,500.0
7886,7886,500,500.0
7887,7887,500,500.0
7888,7888,500,500.0
7889,7889,500,500.0
7890,7890,500,500.0
7891,7891,500,500.0
7892,7892,500,500.0
7893,7893,500,500.0
7894,7894,500,500.0
7895,7895,500,500.0
7896,7896,500,500.0
7897,7897,500,500.0
7898,7898,500,500.0
7899,7899,500,500.0
7900,7900,500,500.0
7901,7901,500,500.0
7902,7902,500,500.0
7903,7903,500,500.0
7904,7904,500,500.0
7905,7905,500,500.0
7906,7906,500,500.0
7907,7907,500,500.0
7908,7908,500,500.0
7909,7909,500,500.0
7910,7910,500,500.0
7911,7911,500,500.0
7912,7912,500,500.0
7913,7913,500,500.0
7914,7914,500,500.0
7915,7915,500,500.0
7916,7916,500,500.0
7917,7917,500,500.0
7918,7918,500,500.0
7919,7919,500,500.0
7920,7920,500,500.0
7921,7921,500,500.0
7922,7922,500,500.0
7923,7923,500,500.0
7924,7924,500,500.0
7925,7925,500,500.0
7926,7926,500,500.0
7927,7927,500,500.0
7928,7928,500,500.0
7929,7929,500,500.0
7930,7930,500,500.0
7931,7931,500,500.0
7932,7932,500,500.0
7933,7933,500,500.0
7934,7934,500,500.0
7935,7935,500,500.0
7936,7936,500,500.0
7937,7937,500,500.0
7938,7938,500,500.0
7939,7939,500,500.0
7940,7940,500,500.0
7941,7941,500,500.0
7942,7942,500,500.0
7943,7943,500,500.0
7944,7944,500,500.0
7945,7945,500,500.0
7946,7946,500,500.0
7947,7947,500,500.0
7948,7948,500,500.0
7949,7949,500,500.0
7950,7950,500,500.0
7951,7951,500,500.0
7952,7952,500,500.0
7953,7953,500,500.0
7954,7954,500,500.0
7955,7955,500,500.0
7956,7956,500,500.0
7957,7957,500,500.0
7958,7958,500,500.0
7959,7959,500,500.0
7960,7960,500,500.0
7961,7961,500,500.0
7962,7962,500,500.0
7963,7963,500,500.0
7964,7964,500,500.0
7965,7965,500,500.0
7966,7966,500,500.0
7967,7967,500,500.0
7968,7968,500,500.0
7969,7969,500,500.0
7970,7970,500,500.0
7971,7971,500,500.0
7972,7972,500,500.0
7973,7973,500,500.0
7974,7974,500,500.0
7975,7975,500,500.0
7976,7976,500,500.0
7977,7977,500,500.0
7978,7978,500,500.0
7979,7979,500,500.0
7980,7980,500,500.0
7981,7981,500,500.0
7982,7982,500,500.0
7983,7983,500,500.0
7984,7984,500,500.0
7985,7985,500,500.0
7986,7986,500,500.0
7987,7987,500,500.0
7988,7988,500,500.0
7989,7989,500,500.0
7990,7990,500,500.0
7991,7991,500,500.0
7992,7992,500,500.0
7993,7993,500,500.0
7994,7994,500,500.0
7995,7995,500,500.0
7996,7996,500,500.0
7997,7997,500,500.0
7998,7998,500,500.0
7999,7999,500,500.0
8000,8000,500,500.0
8001,8001,500,500.0
8002,8002,500,500.0
8003,8003,500,500.0
8004,8004,500,500.0
8005,8005,500,500.0
8006,8006,500,500.0
8007,8007,500,500.0
8008,8008,500,500.0
8009,8009,500,500.0
8010,8010,500,500.0
8011,8011,500,500.0
8012,8012,500,500.0
8013,8013,500,500.0
8014,8014,500,500.0
8015,8015,500,500.0
8016,8016,500,500.0
8017,8017,500,500.0
8018,8018,500,500.0
8019,8019,500,500.0
8020,8020,500,500.0
8021,8021,500,500.0
8022,8022,500,500.0
8023,8023,500,500.0
8024,8024,500,500.0
8025,8025,500,500.0
8026,8026,500,500.0
8027,8027,500,500.0
8028,8028,500,500.0
8029,8029,500,500.0
8030,8030,500,500.0
8031,8031,500,500.0
8032,8032,500,500.0
8033,8033,500,500.0
8034,8034,500,500.0
8035,8035,500,500.0
8036,8036,500,500.0
8037,8037,500,500.0
8038,8038,500,500.0
8039,8039,500,500.0
8040,8040,500,500.0
8041,8041,500,500.0
8042,8042,500,500.0
8043,8043,500,500.0
8044,8044,500,500.0
8045,8045,500,500.0
8046,8046,500,500.0
8047,8047,500,500.0
8048,8048,500,500.0
8049,8049,500,500.0
8050,8050,500,500.0
8051,8051,500,500.0
8052,8052,500,500.0
8053,8053,500,500.0
8054,8054,500,500.0
8055,8055,500,500.0
8056,8056,500,500.0
8057,8057,500,500.0
8058,8058,500,500.0
8059,8059,500,500.0
8060,8060,500,500.0
8061,8061,500,500.0
8062,8062,500,500.0
8063,8063,500,500.0
8064,8064,500,500.0
8065,8065,500,500.0
8066,8066,500,500.0
8067,8067,500,500.0
8068,8068,500,500.0
8069,8069,500,500.0
8070,8070,500,500.0
8071,8071,500,500.0
8072,8072,500,500.0
8073,8073,500,500.0
8074,8074,500,500.0
8075,8075,500,500.0
8076,8076,500,500.0
8077,8077,500,500.0
8078,8078,500,500.0
8079,8079,500,500.0
8080,8080,500,500.0
8081,8081,500,500.0
8082,8082,500,500.0
8083,8083,500,500.0
8084,8084,500,500.0
8085,8085,500,500.0
8086,8086,500,500.0
8087,8087,500,500.0
8088,8088,500,500.0
8089,8089,500,500.0
8090,8090,500,500.0
8091,8091,500,500.0
8092,8092,500,500.0
8093,8093,500,500.0
8094,8094,500,500.0
8095,8095,500,500.0
8096,8096,500,500.0
8097,8097,500,500.0
8098,8098,500,500.0
8099,8099,500,500.0
8100,8100,500,500.0
8101,8101,500,500.0
8102,8102,500,500.0
8103,8103,500,500.0
8104,8104,500,500.0
8105,8105,500,500.0
8106,8106,500,500.0
8107,8107,500,500.0
8108,8108,500,500.0
8109,8109,500,500.0
8110,8110,500,500.0
8111,8111,500,500.0
8112,8112,500,500.0
8113,8113,500,500.0
8114,8114,500,500.0
8115,8115,500,500.0
8116,8116,500,500.0
8117,8117,500,500.0
8118,8118,500,500.0
8119,8119,500,500.0
8120,8120,500,500.0
8121,8121,500,500.0
8122,8122,500,500.0
8123,8123,500,500.0
8124,8124,500,500.0
8125,8125,500,500.0
8126,8126,500,500.0
8127,8127,500,500.0
8128,8128,500,500.0
8129,8129,500,500.0
8130,8130,500,500.0
8131,8131,500,500.0
8132,8132,500,500.0
8133,8133,500,500.0
8134,8134,500,500.0
8135,8135,500,500.0
8136,8136,500,500.0
8137,8137,500,500.0
8138,8138,500,500.0
8139,8139,500,500.0
8140,8140,500,500.0
8141,8141,500,500.0
8142,8142,500,500.0
8143,8143,500,500.0
8144,8144,500,500.0
8145,8145,500,500.0
8146,8146,500,500.0
8147,8147,500,500.0
8148,8148,500,500.0
8149,8149,500,500.0
8150,8150,500,500.0
8151,8151,500,500.0
8152,8152,500,500.0
8153,8153,500,500.0
8154,8154,500,500.0
8155,8155,500,500.0
8156,8156,500,500.0
8157,8157,500,500.0
8158,8158,500,500.0
8159,8159,500,500.0
8160,8160,500,500.0
8161,8161,500,500.0
8162,8162,500,500.0
8163,8163,500,500.0
8164,8164,500,500.0
8165,8165,500,500.0
8166,8166,500,500.0
8167,8167,500,500.0
8168,8168,500,500.0
8169,8169,500,500.0
8170,8170,500,500.0
8171,8171,500,500.0
8172,8172,500,500.0
8173,8173,500,500.0
8174,8174,500,500.0
8175,8175,500,500.0
8176,8176,500,500.0
8177,8177,500,500.0
8178,8178,500,500.0
8179,8179,500,500.0
8180,8180,500,500.0
8181,8181,500,500.0
8182,8182,500,500.0
8183,8183,500,500.0
8184,8184,500,500.0
8185,8185,500,500.0
8186,8186,500,500.0
8187,8187,500,500.0
8188,8188,500,500.0
8189,8189,500,500.0
8190,8190,500,500.0
8191,8191,500,500.0
8192,8192,500,500.0
8193,8193,500,500.0
8194,8194,500,500.0
8195,8195,500,500.0
8196,8196,500,500.0
8197,8197,500,500.0
8198,8198,500,500.0
8199,8199,500,500.0
8200,8200,500,500.0
8201,8201,500,500.0
8202,8202,500,500.0
8203,8203,500,500.0
8204,8204,500,500.0
8205,8205,500,500.0
8206,8206,500,500.0
8207,8207,500,500.0
8208,8208,500,500.0
8209,8209,500,500.0
8210,8210,500,500.0
8211,8211,500,500.0
8212,8212,500,500.0
8213,8213,500,500.0
8214,8214,500,500.0
8215,8215,500,500.0
8216,8216,500,500.0
8217,8217,500,500.0
8218,8218,500,500.0
8219,8219,500,500.0
8220,8220,500,500.0
8221,8221,500,500.0
8222,8222,500,500.0
8223,8223,500,500.0
8224,8224,500,500.0
8225,8225,500,500.0
8226,8226,500,500.0
8227,8227,500,500.0
8228,8228,500,500.0
8229,8229,500,500.0
8230,8230,500,500.0
8231,8231,500,500.0
8232,8232,500,500.0
8233,8233,500,500.0
8234,8234,500,500.0
8235,8235,500,500.0
8236,8236,500,500.0
8237,8237,500,500.0
8238,8238,500,500.0
8239,8239,500,500.0
8240,8240,500,500.0
8241,8241,500,500.0
8242,8242,500,500.0
8243,8243,500,500.0
8244,8244,500,500.0
8245,8245,500,500.0
8246,8246,500,500.0
8247,8247,500,500.0
8248,8248,500,500.0
8249,8249,500,500.0
8250,8250,500,500.0
8251,8251,500,500.0
8252,8252,500,500.0
8253,8253,500,500.0
8254,8254,500,500.0
8255,8255,500,500.0
8256,8256,500,500.0
8257,8257,500,500.0
8258,8258,500,500.0
8259,8259,500,500.0
8260,8260,500,500.0
8261,8261,500,500.0
8262,8262,500,500.0
8263,8263,500,500.0
8264,8264,500,500.0
8265,8265,500,500.0
8266,8266,500,500.0
8267,8267,500,500.0
8268,8268,500,500.0
8269,8269,500,500.0
8270,8270,500,500.0
8271,8271,500,500.0
8272,8272,500,500.0
8273,8273,500,500.0
8274,8274,500,500.0
8275,8275,500,500.0
8276,8276,500,500.0
8277,8277,500,500.0
8278,8278,500,500.0
8279,8279,500,500.0
8280,8280,500,500.0
8281,8281,500,500.0
8282,8282,500,500.0
8283,8283,500,500.0
8284,8284,500,500.0
8285,8285,500,500.0
8286,8286,500,500.0
8287,8287,500,500.0
8288,8288,500,500.0
8289,8289,500,500.0
8290,8290,500,500.0
8291,8291,500,500.0
8292,8292,500,500.0
8293,8293,500,500.0
8294,8294,500,500.0
8295,8295,500,500.0
8296,8296,500,500.0
8297,8297,500,500.0
8298,8298,500,500.0
8299,8299,500,500.0
8300,8300,500,500.0
8301,8301,500,500.0
8302,8302,500,500.0
8303,8303,500,500.0
8304,8304,500,500.0
8305,8305,500,500.0
8306,8306,500,500.0
8307,8307,500,500.0
8308,8308,500,500.0
8309,8309,500,500.0
8310,8310,500,500.0
8311,8311,500,500.0
8312,8312,500,500.0
8313,8313,500,500.0
8314,8314,500,500.0
8315,8315,500,500.0
8316,8316,500,500.0
8317,8317,500,500.0
8318,8318,500,500.0
8319,8319,500,500.0
8320,8320,500,500.0
8321,8321,500,500.0
8322,8322,500,500.0
8323,8323,500,500.0
8324,8324,500,500.0
8325,8325,500,500.0
8326,8326,500,500.0
8327,8327,500,500.0
8328,8328,500,500.0
8329,8329,500,500.0
8330,8330,500,500.0
8331,8331,500,500.0
8332,8332,500,500.0
8333,8333,500,500.0
8334,8334,500,500.0
8335,8335,500,500.0
8336,8336,500,500.0
8337,8337,500,500.0
8338,8338,500,500.0
8339,8339,500,500.0
8340,8340,500,500.0
8341,8341,500,500.0
8342,8342,500,500.0
8343,8343,500,500.0
8344,8344,500,500.0
8345,8345,500,500.0
8346,8346,500,500.0
8347,8347,500,500.0
8348,8348,500,500.0
8349,8349,500,500.0
8350,8350,500,500.0
8351,8351,500,500.0
8352,8352,500,500.0
8353,8353,500,500.0
8354,8354,500,500.0
8355,8355,500,500.0
8356,8356,500,500.0
8357,8357,500,500.0
8358,8358,500,500.0
8359,8359,500,500.0
8360,8360,500,500.0
8361,8361,500,500.0
8362,8362,500,500.0
8363,8363,500,500.0
8364,8364,500,500.0
8365,8365,500,500.0
8366,8366,500,500.0
8367,8367,500,500.0
8368,8368,500,500.0
8369,8369,500,500.0
8370,8370,500,500.0
8371,8371,500,500.0
8372,8372,500,500.0
8373,8373,500,500.0
8374,8374,500,500.0
8375,8375,500,500.0
8376,8376,500,500.0
8377,8377,500,500.0
8378,8378,500,500.0
8379,8379,500,500.0
8380,8380,500,500.0
8381,8381,500,500.0
8382,8382,500,500.0
8383,8383,500,500.0
8384,8384,500,500.0
8385,8385,500,500.0
8386,8386,500,500.0
8387,8387,500,500.0
8388,8388,500,500.0
8389,8389,500,500.0
8390,8390,500,500.0
8391,8391,500,500.0
8392,8392,500,500.0
8393,8393,500,500.0
8394,8394,500,500.0
8395,8395,500,500.0
8396,8396,500,500.0
8397,8397,500,500.0
8398,8398,500,500.0
8399,8399,500,500.0
8400,8400,500,500.0
8401,8401,500,500.0
8402,8402,500,500.0
8403,8403,500,500.0
8404,8404,500,500.0
8405,8405,500,500.0
8406,8406,500,500.0
8407,8407,500,500.0
8408,8408,500,500.0
8409,8409,500,500.0
8410,8410,500,500.0
8411,8411,500,500.0
8412,8412,500,500.0
8413,8413,500,500.0
8414,8414,500,500.0
8415,8415,500,500.0
8416,8416,500,500.0
8417,8417,500,500.0
8418,8418,500,500.0
8419,8419,500,500.0
8420,8420,500,500.0
8421,8421,500,500.0
8422,8422,500,500.0
8423,8423,500,500.0
8424,8424,500,500.0
8425,8425,500,500.0
8426,8426,500,500.0
8427,8427,500,500.0
8428,8428,500,500.0
8429,8429,500,500.0
8430,8430,500,500.0
8431,8431,500,500.0
8432,8432,500,500.0
8433,8433,500,500.0
8434,8434,500,500.0
8435,8435,500,500.0
8436,8436,500,500.0
8437,8437,500,500.0
8438,8438,500,500.0
8439,8439,500,500.0
8440,8440,500,500.0
8441,8441,500,500.0
8442,8442,500,500.0
8443,8443,500,500.0
8444,8444,500,500.0
8445,8445,500,500.0
8446,8446,500,500.0
8447,8447,500,500.0
8448,8448,500,500.0
8449,8449,500,500.0
8450,8450,500,500.0
8451,8451,500,500.0
8452,8452,500,500.0
8453,8453,500,500.0
8454,8454,500,500.0
8455,8455,500,500.0
8456,8456,500,500.0
8457,8457,500,500.0
8458,8458,500,500.0
8459,8459,500,500.0
8460,8460,500,500.0
8461,8461,500,500.0
8462,8462,500,500.0
8463,8463,500,500.0
8464,8464,500,500.0
8465,8465,500,500.0
8466,8466,500,500.0
8467,8467,500,500.0
8468,8468,500,500.0
8469,8469,500,500.0
8470,8470,500,500.0
8471,8471,500,500.0
8472,8472,500,500.0
8473,8473,500,500.0
8474,8474,500,500.0
8475,8475,500,500.0
8476,8476,500,500.0
8477,8477,500,500.0
8478,8478,500,500.0
8479,8479,500,500.0
8480,8480,500,500.0
8481,8481,500,500.0
8482,8482,500,500.0
8483,8483,500,500.0
8484,8484,500,500.0
8485,8485,500,500.0
8486,8486,500,500.0
8487,8487,500,500.0
8488,8488,500,500.0
8489,8489,500,500.0
8490,8490,500,500.0
8491,8491,500,500.0
8492,8492,500,500.0
8493,8493,500,500.0
8494,8494,500,500.0
8495,8495,500,500.0
8496,8496,500,500.0
8497,8497,500,500.0
8498,8498,500,500.0
8499,8499,500,500.0
8500,8500,500,500.0
8501,8501,500,500.0
8502,8502,500,500.0
8503,8503,500,500.0
8504,8504,500,500.0
8505,8505,500,500.0
8506,8506,500,500.0
8507,8507,500,500.0
8508,8508,500,500.0
8509,8509,500,500.0
8510,8510,500,500.0
8511,8511,500,500.0
8512,8512,500,500.0
8513,8513,500,500.0
8514,8514,500,500.0
8515,8515,500,500.0
8516,8516,500,500.0
8517,8517,500,500.0
8518,8518,500,500.0
8519,8519,500,500.0
8520,8520,500,500.0
8521,8521,500,500.0
8522,8522,500,500.0
8523,8523,500,500.0
8524,8524,500,500.0
8525,8525,500,500.0
8526,8526,500,500.0
8527,8527,500,500.0
8528,8528,500,500.0
8529,8529,500,500.0
8530,8530,500,500.0
8531,8531,500,500.0
8532,8532,500,500.0
8533,8533,500,500.0
8534,8534,500,500.0
8535,8535,500,500.0
8536,8536,500,500.0
8537,8537,500,500.0
8538,8538,500,500.0
8539,8539,500,500.0
8540,8540,500,500.0
8541,8541,500,500.0
8542,8542,500,500.0
8543,8543,500,500.0
8544,8544,500,500.0
8545,8545,500,500.0
8546,8546,500,500.0
8547,8547,500,500.0
8548,8548,500,500.0
8549,8549,500,500.0
8550,8550,500,500.0
8551,8551,500,500.0
8552,8552,500,500.0
8553,8553,500,500.0
8554,8554,500,500.0
8555,8555,500,500.0
8556,8556,500,500.0
8557,8557,500,500.0
8558,8558,500,500.0
8559,8559,500,500.0
8560,8560,500,500.0
8561,8561,500,500.0
8562,8562,500,500.0
8563,8563,500,500.0
8564,8564,500,500.0
8565,8565,500,500.0
8566,8566,500,500.0
8567,8567,500,500.0
8568,8568,500,500.0
8569,8569,500,500.0
8570,8570,500,500.0
8571,8571,500,500.0
8572,8572,500,500.0
8573,8573,500,500.0
8574,8574,500,500.0
8575,8575,500,500.0
8576,8576,500,500.0
8577,8577,500,500.0
8578,8578,500,500.0
8579,8579,500,500.0
8580,8580,500,500.0
8581,8581,500,500.0
8582,8582,500,500.0
8583,8583,500,500.0
8584,8584,500,500.0
8585,8585,500,500.0
8586,8586,500,500.0
8587,8587,500,500.0
8588,8588,500,500.0
8589,8589,500,500.0
8590,8590,500,500.0
8591,8591,500,500.0
8592,8592,500,500.0
8593,8593,500,500.0
8594,8594,500,500.0
8595,8595,500,500.0
8596,8596,500,500.0
8597,8597,500,500.0
8598,8598,500,500.0
8599,8599,500,500.0
8600,8600,500,500.0
8601,8601,500,500.0
8602,8602,500,500.0
8603,8603,500,500.0
8604,8604,500,500.0
8605,8605,500,500.0
8606,8606,500,500.0
8607,8607,500,500.0
8608,8608,500,500.0
8609,8609,500,500.0
8610,8610,500,500.0
8611,8611,500,500.0
8612,8612,500,500.0
8613,8613,500,500.0
8614,8614,500,500.0
8615,8615,500,500.0
8616,8616,500,500.0
8617,8617,500,500.0
8618,8618,500,500.0
8619,8619,500,500.0
8620,8620,500,500.0
8621,8621,500,500.0
8622,8622,500,500.0
8623,8623,500,500.0
8624,8624,500,500.0
8625,8625,500,500.0
8626,8626,500,500.0
8627,8627,500,500.0
8628,8628,500,500.0
8629,8629,500,500.0
8630,8630,500,500.0
8631,8631,500,500.0
8632,8632,500,500.0
8633,8633,500,500.0
8634,8634,500,500.0
8635,8635,500,500.0
8636,8636,500,500.0
8637,8637,500,500.0
8638,8638,500,500.0
8639,8639,500,500.0
